gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0,1,0,47,1,0,2,1,1,1,1,1,1,2,0,0,19.65,6375,0
0,0,1,0,3,1,0,2,1,1,1,1,1,1,0,0,3,20.85,5621,0
1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,3,19.65,5377,0
1,1,1,0,44,1,0,2,1,1,1,1,1,1,2,1,1,19.35,6197,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,44,3734,0
0,0,1,1,44,1,2,1,0,2,2,0,0,2,1,0,2,94.4,3650,0
1,0,1,1,5,1,2,2,1,1,1,1,1,1,0,1,0,25.9,638,1
1,0,0,0,24,1,2,0,2,0,0,0,0,0,0,1,0,55.65,734,1
0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,69.65,5449,1
0,0,0,0,18,1,0,1,2,0,0,0,0,0,0,1,2,75.4,689,0
0,0,0,0,10,1,2,1,0,0,2,0,2,2,0,1,2,100.6,120,1
0,0,1,0,65,1,0,0,2,2,2,0,0,2,2,0,0,71,3724,0
0,1,0,0,1,1,0,1,0,2,0,0,0,2,0,1,2,86,6239,1
0,0,0,0,53,1,2,1,2,0,2,0,2,2,1,1,1,106.95,4771,1
1,0,0,0,3,1,0,2,1,1,1,1,1,1,1,0,3,21.2,4354,0
1,0,1,0,33,1,0,0,2,2,0,2,0,0,2,1,3,61.05,1648,0
1,0,0,0,3,0,1,0,0,2,0,0,0,0,0,1,2,29.6,5967,1
0,0,0,0,34,1,0,0,2,0,2,2,2,2,1,1,0,79.95,2370,0
0,0,1,1,14,1,0,2,1,1,1,1,1,1,2,1,3,19.7,2279,0
0,0,0,0,13,1,0,2,1,1,1,1,1,1,0,1,3,20.3,2388,0
1,1,1,0,46,0,1,0,0,2,2,2,2,2,1,1,0,59.9,2441,1
1,0,1,1,23,1,2,2,1,1,1,1,1,1,1,0,3,24.35,4480,0
0,0,1,1,47,1,0,2,1,1,1,1,1,1,2,0,3,19.75,6437,0
1,0,0,1,17,1,0,0,2,0,0,0,0,0,0,1,3,50.3,6195,0
0,0,1,1,49,1,2,1,0,0,0,0,2,2,0,1,2,95.6,4043,1
1,1,1,0,59,0,1,0,0,2,0,0,2,2,0,1,2,50.25,2590,0
0,0,0,0,69,1,2,0,2,0,2,2,2,2,2,1,1,85.35,4838,0
1,0,0,0,11,0,1,0,0,0,2,0,2,0,1,1,2,41.6,3983,1
1,0,0,0,10,1,0,0,2,0,0,0,0,0,0,1,3,51.65,4393,0
1,0,1,1,12,1,2,2,1,1,1,1,1,1,2,1,0,24,2341,0
1,0,0,0,45,1,2,1,0,2,0,0,2,2,0,1,1,100.85,4010,1
0,0,1,1,39,1,0,0,0,0,2,0,2,0,0,1,3,59.85,1975,0
1,1,1,0,71,1,2,2,1,1,1,1,1,1,2,0,1,25.45,1323,0
1,0,1,1,71,1,2,2,1,1,1,1,1,1,2,0,1,23.9,1099,0
0,0,1,1,33,1,2,2,1,1,1,1,1,1,1,0,1,24.15,6025,0
1,1,0,0,67,1,2,1,0,0,0,0,0,0,0,1,3,75.7,4281,0
1,0,1,1,37,0,1,0,2,2,2,0,0,0,0,0,0,40.2,832,1
1,0,1,1,49,1,2,1,0,0,0,0,2,0,0,0,2,84.5,3626,1
0,0,1,0,9,1,0,0,0,2,0,0,0,0,0,0,3,50.85,3942,0
1,0,1,0,52,1,2,1,2,0,2,2,0,0,2,1,1,91.6,3925,0
0,0,0,0,70,1,2,1,0,2,0,0,2,2,1,0,2,98.9,5397,0
1,0,0,0,1,1,0,1,0,2,0,0,0,2,0,1,2,85,6206,0
0,1,0,0,14,1,2,1,0,2,0,0,0,0,0,1,2,78.95,199,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,44.3,3739,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.2,1610,1
0,0,0,0,52,1,2,1,0,2,0,0,0,0,1,1,3,80.2,3651,0
1,0,0,0,6,1,0,0,0,0,2,0,2,0,0,0,3,60.9,3535,0
1,0,1,0,7,0,1,0,2,2,0,0,0,0,0,0,3,34.2,2216,0
0,1,0,0,47,1,2,1,0,2,2,0,0,0,0,1,0,85.2,3391,1
0,0,0,0,26,1,0,1,2,0,2,2,0,0,1,1,1,87.15,1909,0
1,0,1,1,25,1,0,0,2,0,0,2,0,0,0,0,2,54.3,540,0
1,0,0,0,69,1,0,2,1,1,1,1,1,1,2,1,3,19.1,492,0
0,0,0,0,72,1,2,1,2,2,2,2,2,2,2,1,1,112.75,6097,0
1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,1,3,19.95,4843,0
1,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,3,19.5,282,0
1,0,0,0,67,1,0,0,2,0,2,0,0,2,2,0,0,65.55,3705,0
0,1,0,0,26,1,0,1,0,0,0,0,0,2,0,1,2,78.8,1631,0
0,0,0,0,27,1,0,0,0,2,2,2,2,2,1,0,3,78.2,1704,0
1,0,1,1,72,1,2,1,2,0,2,0,2,2,2,0,0,105.25,5828,0
0,0,0,0,6,1,0,1,0,0,2,2,0,2,0,1,2,89.25,4112,0
1,0,1,1,62,1,0,2,1,1,1,1,1,1,2,0,1,20.65,400,0
1,0,0,0,20,1,2,0,0,2,0,2,2,0,1,1,2,68.7,766,0
1,0,0,0,6,1,0,0,2,0,2,2,2,2,0,0,1,78.65,4079,0
1,0,0,0,51,1,2,2,1,1,1,1,1,1,2,0,3,24.75,429,0
0,0,1,1,61,1,0,2,1,1,1,1,1,1,2,0,1,19.75,571,0
1,1,1,0,62,1,2,1,2,2,2,0,0,0,0,1,2,89.1,4653,0
0,0,0,0,72,1,2,1,2,0,0,2,0,0,2,1,0,84.7,5036,0
1,1,1,0,13,1,0,1,0,2,2,0,2,2,0,1,2,98,435,1
1,0,1,0,5,1,0,1,0,0,2,0,2,2,0,1,2,94.45,4211,1
1,1,0,0,3,1,2,1,0,2,2,0,2,2,0,1,2,105,2542,1
0,1,1,0,26,1,2,1,0,2,2,0,0,2,0,1,2,93.85,2019,1
1,1,0,0,13,1,0,0,0,2,0,0,2,0,0,1,2,59.9,5948,0
0,0,1,1,38,1,0,2,1,1,1,1,1,1,2,1,3,19.95,5808,0
0,1,1,0,8,1,2,1,0,0,0,0,0,2,0,1,2,84,5003,1
1,1,1,1,34,1,2,1,0,2,2,2,2,2,0,1,2,108.9,3133,0
1,0,0,0,18,0,1,0,2,0,2,0,0,0,0,0,3,33.6,4569,0
1,0,1,1,56,1,0,1,0,2,2,2,0,0,1,1,3,85.85,4047,0
0,0,0,0,36,0,1,0,0,2,0,2,0,0,0,1,0,34.85,490,0
0,0,1,0,9,0,1,0,0,0,2,0,2,2,0,1,2,48.75,3756,1
1,0,0,0,1,1,0,1,0,0,2,0,2,0,0,1,2,84.85,6179,1
1,0,0,0,12,1,0,0,2,0,0,2,0,0,0,0,3,56.65,5231,1
0,1,1,1,57,1,0,1,0,2,2,2,2,0,0,1,1,95.3,4614,0
0,0,0,0,42,1,0,0,2,2,2,2,0,2,1,0,1,73.9,2743,1
0,0,1,1,33,1,2,2,1,1,1,1,1,1,2,1,3,24.5,5727,1
1,0,1,0,70,1,0,1,2,2,0,2,0,0,2,0,0,84.6,4708,0
0,0,0,0,68,0,1,0,0,2,0,2,0,2,0,0,2,44.95,2677,0
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2,24.7,2042,0
0,0,0,0,37,1,2,1,0,0,0,2,2,2,0,0,1,100.3,3069,0
0,0,0,1,4,1,2,2,1,1,1,1,1,1,0,1,3,25.45,6171,0
1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,3,50.7,4233,0
1,0,0,0,20,0,1,0,2,2,2,2,2,0,0,1,1,55,308,0
1,0,1,1,72,1,0,0,2,2,0,2,2,0,2,0,0,68.4,4095,0
0,0,0,0,31,1,2,1,0,0,2,0,0,2,0,1,2,89.9,2433,1
1,1,1,0,18,1,0,1,0,0,0,0,0,2,0,0,2,78.55,776,1
1,0,1,0,11,1,0,0,0,0,0,0,2,0,0,1,0,55.05,4968,0
0,0,1,1,33,1,0,2,1,1,1,1,1,1,2,0,1,19.8,5165,0
0,1,0,0,62,1,2,1,0,0,0,0,2,0,1,0,2,84.45,4197,0
0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,3,35.9,3036,0
1,0,1,0,16,1,0,1,2,2,0,0,0,0,0,0,0,80.75,586,0
1,0,1,1,22,1,2,0,0,0,2,2,2,2,1,1,3,78.65,1148,0
0,0,1,1,49,1,0,0,2,0,2,2,0,0,0,0,0,61.75,2629,0
1,0,1,1,36,1,0,0,2,0,2,0,0,2,1,1,1,63.7,1805,0
1,0,1,0,42,1,2,1,0,2,2,2,0,2,0,1,2,99.45,3532,1
1,1,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,25.2,37,1
0,0,0,0,12,1,2,0,0,0,0,2,2,2,1,0,3,74.05,6271,1
0,0,0,0,31,1,0,1,2,0,2,2,0,0,0,0,2,87.6,2368,0
1,0,1,0,5,1,2,1,2,0,0,0,0,2,0,1,2,89.15,3522,0
1,0,1,1,66,1,0,2,1,1,1,1,1,1,2,0,1,20,674,0
0,1,0,0,15,1,2,0,0,0,0,2,0,0,0,0,1,55,5811,1
1,0,0,0,64,1,2,1,0,2,2,0,2,2,2,1,0,104.4,5313,0
1,0,1,1,10,1,0,2,1,1,1,1,1,1,0,1,1,20.05,1793,0
1,0,1,1,7,1,0,1,0,2,0,2,2,0,0,1,2,89.75,4970,1
1,0,0,0,29,0,1,0,0,2,0,2,0,0,0,0,2,34.3,12,0
1,0,0,0,57,1,0,2,1,1,1,1,1,1,2,0,0,20.65,239,0
0,0,0,0,46,1,2,1,2,2,0,0,0,0,0,0,3,84.25,3292,0
1,0,0,0,53,1,0,2,1,1,1,1,1,1,2,0,0,19.65,6496,0
0,0,0,0,17,1,0,0,2,2,0,2,2,2,1,0,1,79.85,699,0
0,0,1,1,38,1,0,2,1,1,1,1,1,1,2,1,3,20.2,5752,0
1,0,0,0,15,1,0,2,1,1,1,1,1,1,1,0,3,19.8,2641,0
0,0,0,0,22,0,1,0,0,2,0,0,2,2,0,1,2,50.35,195,0
1,0,1,0,14,1,2,1,0,0,0,0,0,2,0,1,2,85.15,268,1
0,0,1,0,57,1,2,0,0,2,2,2,2,0,1,0,0,74.6,3710,0
1,1,0,0,11,1,0,1,0,0,0,0,0,2,0,1,1,79.15,6121,0
0,0,1,1,1,1,0,2,1,1,1,1,1,1,2,0,3,20.35,1613,0
1,0,1,1,12,1,0,2,1,1,1,1,1,1,2,0,0,21.05,2267,0
1,1,1,0,3,1,2,1,0,0,0,0,2,2,0,1,2,94.6,2418,1
1,0,0,1,36,1,0,1,0,2,0,0,2,2,0,1,2,94.7,3047,0
1,0,0,0,16,1,0,1,2,0,0,0,2,2,0,1,2,94.25,880,1
1,0,1,1,65,1,2,0,2,2,2,0,0,2,1,0,1,72.45,3940,1
1,0,0,0,2,1,0,1,0,2,0,0,0,0,0,0,2,74.95,926,0
0,0,0,0,42,1,2,1,2,0,2,0,2,2,0,1,2,105.2,3752,1
1,0,1,1,72,1,0,1,2,2,2,2,2,2,2,0,0,111.95,6034,0
1,0,0,0,62,1,0,2,1,1,1,1,1,1,2,0,0,19.85,463,0
0,0,0,0,6,1,2,1,0,2,0,0,2,0,0,1,2,89.75,4584,0
1,0,1,0,48,1,0,2,1,1,1,1,1,1,2,1,3,20.05,75,0
1,0,0,0,35,1,2,1,2,0,2,2,2,2,2,1,2,108.95,3443,0
1,0,0,1,52,1,0,2,1,1,1,1,1,1,1,0,1,19.65,6386,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,24.9,2045,0
1,0,1,0,6,1,2,1,0,0,0,0,2,0,0,1,2,82.85,3910,1
0,0,1,0,71,1,2,0,2,2,2,2,2,2,2,0,1,93.2,5210,0
0,0,1,1,67,1,0,1,2,2,2,0,0,0,1,0,0,84.8,4633,0
1,1,0,0,60,1,2,0,2,2,0,0,0,2,1,1,2,71.75,3713,0
1,0,1,1,23,0,1,0,0,0,0,2,0,0,0,1,0,30.35,5363,0
1,0,0,1,39,0,1,0,0,0,2,2,2,2,1,0,0,54.85,1811,0
1,0,1,1,15,1,0,2,1,1,1,1,1,1,1,1,3,19.5,2028,0
1,1,1,0,53,1,2,1,0,2,2,0,2,2,0,1,2,103.85,4552,1
1,0,1,1,24,1,2,2,1,1,1,1,1,1,2,0,3,24.2,4973,0
0,0,1,1,37,1,0,2,1,1,1,1,1,1,0,0,2,19.35,5396,0
0,0,1,1,5,1,0,1,0,2,0,0,0,2,0,1,2,83.6,3454,1
0,1,1,0,50,1,2,1,0,0,0,2,2,2,1,1,2,100.65,4347,0
0,0,0,0,54,1,0,1,0,0,2,0,2,2,1,1,1,94.1,4282,0
0,0,0,0,3,1,0,1,2,0,0,0,0,0,0,1,2,74.55,1964,0
1,0,0,0,68,1,2,1,0,2,2,2,2,2,1,0,2,108.45,5614,1
1,0,0,0,5,1,0,0,0,0,2,2,0,0,0,0,2,56.15,2515,0
1,0,0,0,33,1,0,2,1,1,1,1,1,1,2,0,3,20.35,5435,0
0,0,0,0,41,1,2,0,0,2,2,0,2,2,1,1,2,80.55,2839,0
0,0,1,1,34,0,1,0,2,0,2,2,2,2,1,0,3,61.25,1602,0
0,0,1,1,13,1,0,2,1,1,1,1,1,1,0,1,3,20.45,2193,0
0,0,0,0,20,1,0,2,1,1,1,1,1,1,0,1,1,18.9,3003,0
0,1,0,0,51,1,0,2,1,1,1,1,1,1,2,0,1,19.6,6479,0
0,0,1,0,3,1,2,1,0,2,0,0,0,2,0,1,1,91.5,2067,1
0,0,0,1,41,1,0,0,0,0,0,0,0,0,0,0,0,45.2,1402,0
0,0,0,0,13,1,0,2,1,1,1,1,1,1,0,0,1,19.45,1954,0
1,0,1,1,35,1,2,2,1,1,1,1,1,1,2,0,0,25.45,6052,0
1,0,1,0,12,1,0,1,2,0,0,2,0,0,0,0,0,80.85,6258,1
1,0,0,0,4,1,0,1,2,2,0,2,0,2,0,1,3,94.9,3118,0
0,0,0,0,43,0,1,0,0,0,2,0,2,2,0,1,0,49.05,1701,1
0,1,1,1,12,0,1,0,0,0,0,2,0,0,0,1,3,29.3,3077,0
1,1,1,0,68,1,2,1,0,2,2,0,2,2,0,1,2,105.3,5661,1
1,1,0,0,25,1,2,1,0,2,0,0,2,0,0,1,2,88.95,1934,1
0,0,0,0,7,1,0,2,1,1,1,1,1,1,1,0,3,20.25,526,0
1,1,1,0,66,1,2,1,0,2,2,2,2,2,1,1,2,110.85,5765,1
0,0,1,0,53,1,0,1,2,2,2,2,2,2,1,0,2,110.5,4809,0
1,1,0,0,63,1,2,1,2,2,2,0,2,2,0,1,0,109.4,5536,0
0,0,1,1,70,1,2,1,2,2,2,2,2,2,2,1,0,114.2,5882,1
1,1,1,0,27,0,1,0,0,0,0,0,0,2,0,0,0,36.5,68,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,70.75,5516,1
0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,19.95,177,0
0,1,1,0,37,1,0,2,1,1,1,1,1,1,1,0,3,19.6,5651,0
1,0,0,0,3,0,1,0,0,0,2,0,2,0,0,1,3,40.15,551,1
0,0,0,1,12,1,2,1,0,0,0,0,0,0,0,1,2,76.6,6311,0
0,0,1,1,38,1,0,2,1,1,1,1,1,1,1,0,1,19.6,5842,0
0,0,0,0,9,1,0,1,0,0,2,0,0,2,0,1,1,85.3,5925,0
1,0,1,0,13,1,2,0,2,0,0,0,0,2,0,1,2,65.85,6332,0
1,1,1,0,29,1,2,1,0,0,0,0,2,2,0,1,2,94.45,2301,1
0,0,1,1,47,1,0,2,1,1,1,1,1,1,2,0,1,20.05,34,0
1,0,1,0,61,1,2,1,2,0,2,2,2,0,0,0,0,99.4,4874,0
1,0,0,0,16,1,0,2,1,1,1,1,1,1,0,0,3,20,2389,0
0,0,1,1,41,1,0,0,2,2,0,2,2,2,2,0,2,78.45,2716,0
0,0,0,1,43,1,2,2,1,1,1,1,1,1,2,1,2,25.1,137,0
0,0,1,1,36,1,2,1,0,2,2,0,2,0,0,1,0,97.35,2991,1
0,0,0,0,6,1,0,0,0,0,0,0,0,2,0,1,2,55,2947,0
0,0,0,0,58,1,2,0,2,2,2,2,0,0,1,1,1,71.1,3654,0
1,0,0,0,19,1,0,0,0,0,0,2,2,0,0,1,1,61.55,185,0
1,0,1,0,11,1,0,0,0,0,0,0,0,0,0,1,0,45.9,4367,0
0,0,0,0,39,0,1,0,2,2,0,2,0,0,1,1,0,40.3,1105,0
0,1,0,0,8,1,0,1,0,2,0,0,2,0,0,1,2,87.1,5592,0
0,0,0,1,26,1,2,0,0,0,0,0,0,0,0,1,3,49.5,484,0
0,1,0,0,53,1,0,1,0,2,0,0,0,0,0,1,1,73.8,3420,0
0,0,1,1,70,1,0,2,1,1,1,1,1,1,2,1,3,19.2,737,0
1,0,0,0,1,0,1,0,0,0,0,0,2,2,0,1,3,45.3,3816,1
1,0,0,0,59,1,2,2,1,1,1,1,1,1,2,0,3,25,929,0
1,0,0,0,2,1,0,1,0,0,2,0,2,2,0,0,2,94.95,1307,1
1,0,0,0,7,0,1,0,2,0,2,0,0,0,1,0,3,35.3,2287,0
0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,1,2,44.55,4055,1
1,0,1,1,59,1,0,0,0,2,2,2,2,2,1,0,1,76.75,3871,0
1,0,1,1,61,1,2,0,0,0,2,2,2,2,2,1,0,81,4209,0
1,0,1,1,72,1,2,1,2,0,2,0,2,2,2,1,0,105.55,5794,0
0,0,1,1,13,1,0,2,1,1,1,1,1,1,0,0,3,18.8,2165,0
0,0,1,1,64,1,2,2,1,1,1,1,1,1,1,0,3,24.9,1050,0
1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,23.45,1940,1
0,0,0,0,10,1,0,0,0,2,0,2,0,2,1,0,3,64.9,5410,0
0,0,1,1,65,1,0,0,2,2,2,0,0,0,1,0,0,61.35,3314,0
0,0,1,0,62,1,2,1,2,2,2,2,2,2,2,0,3,113.95,5437,0
0,0,1,0,55,1,2,0,2,2,2,2,2,2,1,1,2,90.15,4167,0
0,0,1,0,25,1,2,0,0,2,0,0,0,0,0,0,2,54.1,672,0
1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,3,29.7,2504,1
1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,49.8,4145,0
0,0,1,0,59,1,2,1,0,2,0,0,2,2,0,0,2,101.1,4939,1
1,1,1,1,64,1,2,2,1,1,1,1,1,1,2,1,0,24.4,984,0
1,0,1,0,36,1,2,1,0,0,0,0,2,2,0,1,0,95,2981,0
0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,1,3,50.65,924,1
1,0,1,0,61,1,2,0,2,0,2,0,0,2,2,1,3,69.9,3608,0
1,0,0,1,26,0,1,0,0,2,0,0,2,0,1,1,0,39.95,47,0
0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,55.4,4563,1
0,1,1,0,1,1,2,1,0,2,0,0,2,0,0,1,2,90.6,6325,1
1,0,1,1,68,1,0,1,2,2,2,0,2,2,2,1,1,103.25,5554,0
1,1,1,0,2,1,2,1,0,0,0,0,2,0,0,1,3,86.85,1006,1
0,0,1,0,72,1,2,1,2,2,2,2,0,0,2,1,0,94.25,5409,0
0,0,1,0,71,0,1,0,0,0,2,2,0,2,2,1,2,47.05,2838,0
1,0,0,0,57,1,0,2,1,1,1,1,1,1,2,0,1,20.55,460,0
1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,1,3,19.65,5317,0
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.2,5505,0
1,0,1,1,72,1,2,0,2,2,2,2,0,2,2,0,1,81,4749,0
1,0,1,1,21,1,2,0,2,0,0,0,2,2,1,1,0,75.9,985,0
0,0,1,1,71,1,2,2,1,1,1,1,1,1,2,0,0,24.7,1363,0
0,1,1,0,29,1,2,1,0,0,2,0,2,2,0,1,0,99.05,2550,1
0,1,0,0,69,1,2,1,2,0,2,2,2,2,2,0,1,110.25,5756,0
0,0,1,0,64,1,2,0,2,0,2,2,2,2,2,1,1,85,4551,0
1,0,0,0,16,1,0,2,1,1,1,1,1,1,0,0,1,19.75,2544,0
0,0,0,0,4,1,2,2,1,1,1,1,1,1,1,0,2,23.9,6483,0
0,0,0,0,52,1,2,1,2,2,0,2,2,2,1,1,1,111.25,4851,1
1,0,0,0,2,1,0,0,2,0,2,0,0,0,0,1,3,55.1,249,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.95,1493,0
1,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,3,25.15,4032,0
0,0,0,0,2,1,2,0,0,2,0,0,0,0,0,0,3,54.15,22,0
0,0,1,0,19,1,0,0,0,2,0,0,0,2,0,1,3,59.8,255,0
0,0,0,0,40,1,2,1,0,0,0,0,0,2,0,0,0,83.85,3061,0
0,1,1,1,66,1,2,1,0,2,2,0,2,2,1,1,2,104.9,5438,0
1,0,0,0,21,1,2,1,0,0,0,0,0,0,0,0,3,75.3,1022,0
1,0,0,0,8,1,0,0,0,2,0,2,2,0,0,1,2,66.65,4359,0
0,0,1,1,72,1,0,1,2,2,2,2,2,2,2,1,1,109.5,5939,0
0,0,0,0,48,1,2,0,0,2,2,2,2,0,1,1,0,73.85,3103,0
1,0,0,0,69,1,0,2,1,1,1,1,1,1,2,1,0,19.3,830,0
1,0,0,0,72,1,2,1,2,2,2,2,2,2,2,1,2,118.2,6226,0
0,0,0,0,14,1,0,0,0,2,0,0,0,0,1,0,1,51.45,5652,0
1,0,0,0,6,1,0,0,0,2,0,0,2,0,0,0,2,59.45,3092,0
0,0,1,1,8,1,0,2,1,1,1,1,1,1,2,0,0,19.5,1044,0
0,0,0,0,17,1,0,2,1,1,1,1,1,1,1,0,3,19.55,2430,0
1,0,0,0,65,1,2,1,2,0,0,2,0,2,1,0,2,93.55,4960,0
0,0,1,1,57,1,0,0,2,0,2,2,0,0,1,1,3,59.3,2850,0
1,0,1,0,13,1,2,1,0,0,2,0,2,2,0,1,1,102.25,650,1
1,1,0,0,19,1,0,1,0,0,2,0,2,2,0,1,1,95.9,1303,1
0,0,1,0,56,1,2,1,2,2,2,0,2,2,1,0,0,109.8,4988,0
0,0,1,0,14,1,0,1,0,0,0,0,0,2,0,1,2,78.1,234,0
1,0,1,0,52,0,1,0,2,0,0,0,0,2,0,1,2,39.9,1654,0
0,0,0,0,58,1,0,0,2,2,2,2,0,0,2,1,1,64.9,3253,0
0,1,0,0,47,1,2,1,0,2,0,2,2,0,0,1,2,95.05,3831,1
0,0,0,0,67,0,1,0,0,0,2,2,2,2,0,1,1,53.4,3097,0
1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,24.9,4143,0
1,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,44.7,2398,0
1,0,1,1,71,1,2,1,2,2,2,2,2,2,2,1,0,114,6089,0
0,0,1,1,46,1,0,2,1,1,1,1,1,1,2,0,0,20.25,6305,0
0,0,0,0,5,1,0,0,2,0,0,2,0,0,0,0,1,53.85,2242,1
1,1,1,0,67,1,2,1,2,2,0,0,0,0,0,0,0,83.85,4625,0
1,0,0,1,3,1,0,2,1,1,1,1,1,1,0,0,0,20.2,4231,0
0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,19.95,4780,0
1,1,1,0,52,1,2,1,2,0,2,0,2,2,0,1,2,104.2,4616,1
0,0,1,0,42,1,2,0,0,0,0,0,0,0,0,1,2,50.25,1835,1
1,0,1,1,50,1,0,2,1,1,1,1,1,1,1,1,3,20.35,6415,0
1,1,1,0,23,1,0,1,2,2,0,0,0,2,0,1,2,90,1658,0
0,0,1,1,67,0,1,0,2,2,2,2,2,0,2,0,1,54.2,3130,0
0,0,0,0,25,1,0,1,0,2,2,0,2,2,0,1,2,99.5,2003,1
0,1,1,0,39,1,0,1,2,2,0,0,2,2,1,0,3,99.1,3318,0
0,0,0,0,69,1,2,0,2,2,0,2,0,0,2,1,3,66.9,3894,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3,25.85,2159,0
1,0,0,0,32,1,0,1,0,0,0,0,2,2,0,0,2,91.05,2479,0
0,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,2,71,5330,1
0,0,0,0,16,1,0,1,0,2,2,0,0,2,0,1,1,93.2,1024,1
1,0,1,1,60,1,0,2,1,1,1,1,1,1,2,1,0,20.95,499,0
0,0,1,1,72,1,2,1,0,2,2,2,2,2,2,1,0,109.2,5875,0
1,0,1,0,5,1,0,2,1,1,1,1,1,1,0,0,3,19.35,474,1
0,1,0,0,26,1,0,1,2,0,0,0,2,0,0,1,1,85.8,1815,0
1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,19.85,5159,1
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,2,19.65,2696,0
0,0,0,1,2,1,0,2,1,1,1,1,1,1,1,0,0,20.5,3256,0
0,0,0,0,36,1,2,0,2,0,2,2,2,2,1,1,1,89.65,2904,0
1,0,0,0,7,1,0,1,2,0,0,0,0,0,0,0,3,74.35,4456,0
0,1,1,0,60,0,1,0,0,2,0,0,2,2,2,1,1,49.45,2511,0
0,0,1,0,19,1,2,1,0,2,0,0,0,2,0,1,2,89.1,1091,0
1,1,1,0,45,1,2,0,2,0,2,2,0,2,2,0,1,75.15,3018,0
1,1,0,0,4,1,0,1,0,0,0,0,0,0,0,1,2,70.65,2533,0
0,0,1,1,31,1,2,1,0,0,2,2,2,2,0,1,2,104.2,2823,1
1,0,1,1,47,1,0,1,2,0,2,0,0,2,0,0,2,90.05,3531,0
1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,79.25,5965,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,44.9,3749,1
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,19.4,1482,0
0,1,1,1,59,1,2,1,0,0,2,0,0,2,0,1,1,88.75,4464,0
1,0,1,0,10,1,0,1,0,0,0,0,0,0,0,1,2,70.1,5260,1
1,1,0,0,35,1,2,1,2,0,0,0,0,2,0,0,1,91,2764,0
1,0,0,0,4,0,1,0,0,0,2,0,0,0,0,1,2,29.65,337,1
1,0,1,1,32,1,0,1,2,2,0,0,0,2,1,1,2,90.8,2628,0
1,0,0,0,43,1,2,1,0,2,0,0,0,0,0,1,2,77.85,2921,1
1,0,0,0,4,1,0,0,0,0,0,0,0,2,0,0,2,54.3,1552,1
0,1,1,0,54,1,0,2,1,1,1,1,1,1,2,1,3,18.95,65,0
0,1,0,0,11,1,2,1,0,0,0,0,2,2,0,1,0,95.15,6525,1
0,1,0,0,66,1,2,1,2,0,0,0,2,2,2,1,0,102.4,5197,0
1,0,1,1,61,1,2,1,0,0,2,0,2,2,1,1,2,99.9,5064,0
1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,0,1,88.7,5208,0
1,0,1,1,44,0,1,0,0,0,2,2,2,2,1,1,2,54.3,1952,0
1,0,0,0,41,1,2,0,0,0,2,0,0,0,0,1,0,55.7,1871,0
1,0,1,0,50,1,2,1,2,0,2,0,2,2,1,1,2,103.95,4385,0
1,0,1,0,47,1,2,1,2,0,2,2,2,2,1,1,1,110.85,4413,1
1,0,1,1,8,1,0,2,1,1,1,1,1,1,2,0,3,20.15,1130,0
