age,education,income,hour_per_week,zip_code,married,race,sex,approved
46-64,some college,middle class,full-time,3,no,white,female,no
46-64,college grad,middle class,full-time,1,yes,white,female,no
46-64,college grad,high,full-time,2,no,white,male,yes
46-64,some college,middle class,full-time,2,yes,white,male,no
46-64,some college,low,full-time,1,yes,white,male,no
46-64,college grad,middle class,full-time,3,yes,white,male,yes
46-64,college grad,high,full-time,3,yes,white,male,yes
46-64,college grad,high,full-time,1,yes,white,female,yes
46-64,grad school,high,full-time,3,yes,white,male,yes
46-64,grad school,high,full-time,2,yes,white,male,yes
46-64,grad school,high,full-time,1,yes,white,male,yes
46-64,some college,low,full-time,2,yes,white,male,no
46-64,some college,middle class,full-time,2,yes,white,male,yes
46-64,some college,low,full-time,1,yes,white,male,no
46-64,some college,middle class,full-time,2,no,white,female,yes
46-64,some HS,low,full-time,3,yes,white,male,no
46-64,some college,high,full-time,1,yes,white,male,yes
46-64,some college,low,full-time,2,yes,white,male,no
46-64,some college,low,full-time,3,yes,white,male,no
46-64,some college,low,full-time,1,yes,white,male,yes
46-64,some college,high,full-time,2,yes,white,male,yes
46-64,some HS,middle class,overtime,2,yes,black,male,yes
46-64,college grad,middle class,overtime,1,yes,white,male,yes
46-64,college grad,high,overtime,3,yes,white,male,yes
46-64,some college,middle class,overtime,3,yes,white,male,yes
46-64,grad school,high,overtime,1,yes,white,male,yes
46-64,some college,middle class,few,2,no,white,female,no
46-64,some college,middle class,full-time,3,yes,white,male,yes
46-64,grad school,high,full-time,1,yes,white,male,yes
46-64,college grad,high,full-time,2,no,white,male,yes
46-64,college grad,high,full-time,3,no,white,female,yes
46-64,some college,middle class,full-time,1,yes,black,male,yes
46-64,grad school,high,full-time,3,yes,white,male,yes
46-64,grad school,high,full-time,3,yes,white,male,yes
46-64,college grad,high,full-time,1,yes,white,male,yes
46-64,some college,high,overtime,3,yes,white,male,yes
46-64,some college,low,part-time,3,yes,white,male,no
46-64,some HS,low,full-time,1,no,white,male,no
46-64,some HS,middle class,full-time,2,yes,white,male,no
46-64,some college,middle class,full-time,3,no,white,female,yes
46-64,some college,middle class,full-time,1,yes,white,male,yes
46-64,college grad,middle class,full-time,2,yes,white,male,yes
46-64,HS grad,middle class,full-time,2,yes,black,male,no
46-64,HS grad,middle class,full-time,1,yes,white,male,yes
46-64,some college,middle class,full-time,2,yes,white,male,yes
46-64,some college,middle class,full-time,2,yes,white,male,yes
46-64,some college,low,full-time,1,yes,white,male,no
46-64,some college,middle class,full-time,2,no,white,male,yes
46-64,some college,low,full-time,3,no,white,male,no
46-64,some college,middle class,full-time,1,yes,white,male,yes
46-64,some HS,low,full-time,2,yes,black,male,no
46-64,some college,middle class,full-time,2,yes,white,male,yes
46-64,some college,middle class,full-time,1,no,white,male,yes
46-64,grad school,high,full-time,2,yes,white,male,yes
46-64,some college,middle class,overtime,2,yes,white,male,yes
46-64,some college,middle class,overtime,1,yes,white,male,yes
46-64,some HS,low,overtime,3,no,white,male,no
46-64,some college,low,few,2,yes,white,male,no
46-64,some college,low,few,1,no,white,female,no
46-64,some HS,low,few,2,no,black,male,no
46-64,some HS,low,few,3,yes,white,male,no
46-64,some HS,low,part-time,1,yes,white,male,no
46-64,college grad,middle class,part-time,3,no,white,male,yes
46-64,some college,middle class,part-time,2,yes,black,male,yes
46-64,some college,middle class,part-time,1,yes,black,male,yes
46-64,some college,middle class,full-time,2,yes,white,female,yes
46-64,some HS,low,full-time,2,no,black,male,no
46-64,some HS,very low,full-time,1,yes,white,male,no
46-64,HS grad,low,full-time,2,yes,white,male,no
46-64,some college,low,full-time,3,no,white,male,no
46-64,some college,low,full-time,1,no,white,female,no
46-64,college grad,middle class,full-time,3,no,white,female,no
46-64,some college,low,full-time,3,yes,white,male,no
46-64,some college,middle class,full-time,1,yes,white,male,yes
46-64,some college,middle class,full-time,3,yes,white,male,yes
46-64,college grad,middle class,full-time,2,no,white,female,yes
46-64,college grad,high,overtime,1,yes,white,male,yes
46-64,some college,middle class,few,3,no,white,female,no
46-64,some college,middle class,few,3,yes,white,female,no
46-64,grad school,high,part-time,1,no,white,female,yes
46-64,some college,middle class,part-time,2,no,white,female,no
46-64,some college,low,full-time,2,yes,white,female,no
46-64,college grad,low,full-time,1,yes,white,male,yes
46-64,some college,low,full-time,2,no,black,female,no
46-64,some college,middle class,full-time,3,no,white,female,no
46-64,some college,middle class,full-time,1,no,black,female,yes
46-64,some college,middle class,full-time,2,no,white,female,no
46-64,some college,middle class,full-time,2,no,black,male,no
46-64,some college,middle class,full-time,1,no,black,female,yes
46-64,some college,middle class,full-time,3,no,white,female,no
46-64,some college,middle class,full-time,3,no,white,female,no
46-64,some college,middle class,full-time,1,no,white,female,yes
46-64,some college,middle class,full-time,2,yes,white,female,no
46-64,some college,middle class,full-time,3,no,white,female,no
46-64,some college,low,full-time,1,no,white,female,no
46-64,some college,middle class,full-time,3,no,white,female,yes
46-64,some college,middle class,full-time,2,no,white,female,yes
46-64,some college,middle class,full-time,1,no,white,female,no
46-64,some college,low,full-time,2,no,black,female,no
46-64,some college,low,full-time,2,no,white,female,no
46-64,college grad,high,full-time,1,no,black,female,yes
46-64,college grad,middle class,full-time,3,no,white,male,yes
46-64,college grad,high,full-time,2,no,white,female,yes
46-64,college grad,middle class,full-time,1,yes,black,male,yes
46-64,college grad,low,full-time,2,yes,white,male,yes
46-64,college grad,high,full-time,3,yes,white,male,yes
46-64,some college,middle class,full-time,1,yes,black,male,yes
46-64,some college,middle class,full-time,3,yes,white,female,no
46-64,some college,middle class,full-time,2,no,white,female,no
46-64,some college,low,full-time,1,yes,white,male,yes
46-64,some college,middle class,full-time,3,yes,white,female,no
46-64,college grad,high,full-time,3,no,white,female,yes
46-64,college grad,middle class,full-time,1,yes,white,male,yes
46-64,grad school,high,full-time,3,no,white,female,yes
46-64,some college,low,full-time,2,yes,white,male,yes
46-64,some college,middle class,full-time,1,no,white,female,no
46-64,some HS,middle class,full-time,2,yes,white,male,no
46-64,some college,middle class,overtime,2,yes,black,female,yes
46-64,some college,low,overtime,1,no,black,female,no
46-64,college grad,middle class,overtime,3,no,white,female,no
46-64,some college,low,few,3,yes,white,male,no
46-64,college grad,high,few,1,no,white,female,yes
46-64,some college,middle class,part-time,3,yes,white,male,yes
46-64,some HS,middle class,full-time,2,yes,white,female,no
46-64,some HS,low,full-time,1,yes,white,male,no
46-64,some HS,middle class,full-time,3,no,white,male,no
46-64,some HS,low,full-time,3,yes,white,male,no
46-64,some HS,low,full-time,1,no,white,male,no
46-64,some HS,middle class,full-time,2,yes,white,male,no
46-64,some HS,middle class,full-time,3,yes,white,male,no
46-64,some HS,low,full-time,1,yes,white,male,no
46-64,some college,middle class,full-time,3,yes,black,male,yes
46-64,some college,low,full-time,2,yes,white,male,no
46-64,some college,middle class,full-time,1,no,white,male,no
46-64,some college,low,full-time,3,yes,white,male,no
46-64,some college,middle class,full-time,2,yes,white,male,yes
46-64,some college,low,full-time,1,yes,white,male,yes
46-64,some college,middle class,full-time,3,yes,white,male,yes
46-64,some college,middle class,full-time,3,yes,white,male,yes
46-64,some college,middle class,full-time,1,yes,white,male,no
46-64,some college,low,full-time,3,no,white,male,no
46-64,some college,middle class,full-time,3,no,white,male,yes
46-64,college grad,middle class,full-time,1,yes,white,male,no
46-64,college grad,middle class,full-time,3,yes,white,male,yes
46-64,some HS,middle class,full-time,3,yes,white,male,no
46-64,some HS,middle class,full-time,1,yes,white,male,no
46-64,some HS,middle class,full-time,2,no,black,female,no
46-64,some college,middle class,full-time,3,yes,white,male,yes
46-64,some college,low,full-time,1,yes,white,male,yes
46-64,some college,middle class,full-time,2,yes,white,male,no
46-64,some college,low,full-time,2,yes,white,male,no
46-64,some college,middle class,full-time,1,yes,white,male,yes
46-64,college grad,middle class,full-time,2,yes,white,male,yes
46-64,college grad,high,full-time,2,yes,white,male,yes
46-64,college grad,high,full-time,1,yes,white,male,yes
46-64,some college,middle class,full-time,2,no,white,male,no
46-64,some college,middle class,full-time,3,no,white,male,yes
46-64,college grad,middle class,full-time,1,yes,white,male,yes
46-64,some HS,low,full-time,2,yes,white,male,no
46-64,some college,low,full-time,3,yes,white,male,no
46-64,some college,high,overtime,1,yes,white,male,yes
46-64,some college,middle class,overtime,3,no,white,male,yes
46-64,some college,low,overtime,3,yes,white,male,yes
46-64,some college,middle class,few,1,yes,white,female,no
46-64,some college,low,few,2,yes,white,female,no
46-64,college grad,middle class,part-time,3,yes,white,male,yes
46-64,college grad,middle class,full-time,1,no,white,female,no
46-64,college grad,middle class,full-time,3,no,white,male,yes
46-64,some college,middle class,full-time,3,yes,white,male,yes
46-64,some college,middle class,full-time,1,no,white,female,no
46-64,some college,middle class,full-time,2,yes,white,male,no
46-64,some college,middle class,full-time,3,yes,white,male,yes
46-64,some college,low,full-time,1,no,white,female,no
46-64,some college,low,full-time,3,yes,white,male,no
46-64,college grad,middle class,full-time,3,yes,white,male,yes
46-64,college grad,middle class,full-time,1,yes,white,male,yes
46-64,college grad,middle class,full-time,3,yes,white,male,yes
46-64,college grad,low,full-time,3,no,white,female,no
46-64,some college,middle class,full-time,1,yes,white,male,yes
46-64,some college,middle class,full-time,3,yes,white,male,yes
46-64,some college,low,full-time,2,yes,white,male,no
46-64,some college,middle class,full-time,1,yes,white,male,yes
46-64,some college,middle class,full-time,2,yes,white,male,yes
46-64,some college,low,full-time,3,yes,white,male,no
46-64,some college,low,full-time,1,yes,white,male,no
46-64,college grad,high,full-time,3,yes,white,male,yes
46-64,college grad,middle class,full-time,3,yes,white,male,yes
46-64,college grad,middle class,full-time,1,yes,black,male,yes
46-64,college grad,high,full-time,3,no,white,male,yes
46-64,college grad,middle class,full-time,3,yes,white,male,yes
46-64,college grad,middle class,full-time,1,yes,white,male,yes
46-64,college grad,high,full-time,3,yes,white,male,yes
46-64,grad school,middle class,full-time,3,yes,white,male,yes
46-64,grad school,middle class,full-time,1,yes,white,male,yes
46-64,grad school,high,full-time,3,yes,white,male,yes
46-64,grad school,high,full-time,3,no,white,female,yes
46-64,some college,middle class,full-time,1,yes,white,male,yes
46-64,some college,middle class,full-time,3,yes,white,male,yes
46-64,some college,middle class,full-time,3,yes,white,male,yes
46-64,some college,middle class,full-time,1,yes,white,male,yes
46-64,college grad,middle class,full-time,3,yes,white,male,yes
46-64,college grad,high,full-time,3,yes,white,male,yes
46-64,some college,middle class,full-time,1,no,white,male,yes
46-64,some college,middle class,full-time,3,yes,white,male,yes
46-64,college grad,middle class,full-time,3,yes,white,male,yes
46-64,grad school,high,full-time,1,yes,white,male,yes
46-64,some college,middle class,full-time,2,yes,white,male,no
46-64,some college,middle class,full-time,3,yes,white,male,yes
46-64,college grad,high,full-time,1,yes,white,male,yes
46-64,college grad,high,full-time,3,yes,white,male,yes
46-64,college grad,high,full-time,3,yes,white,male,yes
46-64,some college,middle class,overtime,1,yes,white,male,yes
46-64,some college,middle class,overtime,3,yes,white,male,yes
46-64,some college,middle class,overtime,3,yes,white,male,yes
46-64,some college,low,overtime,1,yes,white,male,yes
46-64,some college,middle class,overtime,3,yes,white,male,yes
46-64,college grad,high,overtime,3,yes,white,male,yes
46-64,some college,middle class,overtime,1,yes,white,male,yes
46-64,some college,high,overtime,2,no,white,male,yes
46-64,college grad,high,overtime,3,yes,white,male,yes
46-64,some college,low,few,1,no,white,female,no
46-64,some college,middle class,few,3,yes,white,male,yes
46-64,college grad,middle class,part-time,2,yes,white,male,yes
46-64,some college,low,part-time,1,yes,black,male,no
46-64,some college,middle class,full-time,3,yes,white,male,yes
46-64,college grad,middle class,full-time,3,yes,white,male,yes
46-64,some HS,low,full-time,1,yes,white,male,no
46-64,some HS,low,full-time,2,no,black,male,no
46-64,some HS,middle class,full-time,2,yes,white,male,no
46-64,HS grad,low,full-time,1,yes,white,male,no
46-64,some college,low,full-time,3,yes,white,male,no
46-64,some college,low,full-time,3,yes,white,male,no
46-64,some college,middle class,full-time,1,no,white,male,yes
46-64,some college,low,full-time,3,yes,white,male,no
46-64,some HS,low,full-time,2,no,white,female,no
46-64,some HS,low,full-time,1,no,black,male,no
46-64,some HS,low,full-time,3,yes,white,male,no
46-64,some college,middle class,full-time,3,yes,white,male,yes
46-64,some college,middle class,full-time,1,yes,white,male,yes
46-64,some college,middle class,overtime,3,yes,white,male,yes
46-64,some college,high,overtime,3,yes,white,male,yes
46-64,some college,middle class,overtime,1,yes,white,male,yes
46-64,some college,high,overtime,2,yes,white,male,yes
46-64,some college,middle class,overtime,2,yes,white,male,yes
46-64,college grad,middle class,overtime,1,no,white,male,yes
46-64,some college,middle class,overtime,2,no,white,male,yes
46-64,some college,middle class,few,2,yes,black,male,yes
46-64,some HS,very low,full-time,1,no,white,female,no
46-64,some HS,very low,full-time,2,no,black,male,no
46-64,some HS,middle class,full-time,2,yes,white,male,no
46-64,some HS,middle class,full-time,1,no,white,male,no
46-64,some college,low,full-time,3,yes,white,male,no
46-64,some college,low,full-time,2,no,white,male,no
46-64,some HS,middle class,full-time,1,yes,white,male,no
46-64,some HS,low,overtime,2,yes,black,male,no
46-64,some college,low,part-time,3,no,white,male,no
46-64,some HS,low,full-time,1,no,black,male,no
46-64,some HS,middle class,full-time,2,yes,white,male,no
46-64,some HS,low,full-time,2,yes,white,male,no
46-64,some HS,low,full-time,1,no,white,male,no
46-64,some HS,low,full-time,2,yes,black,male,no
46-64,some HS,middle class,full-time,2,no,white,female,no
46-64,some college,middle class,full-time,1,no,black,female,no
46-64,some college,middle class,full-time,2,yes,white,male,yes
46-64,some college,middle class,full-time,2,yes,white,male,yes
46-64,some college,middle class,full-time,1,yes,white,male,yes
46-64,some college,low,full-time,3,yes,white,male,no
46-64,some college,low,full-time,3,yes,white,male,yes
46-64,some college,middle class,full-time,1,yes,white,male,yes
46-64,some college,low,full-time,2,no,black,male,no
46-64,college grad,low,full-time,2,yes,black,male,yes
46-64,college grad,middle class,full-time,1,yes,white,male,yes
46-64,some college,middle class,full-time,3,yes,white,male,yes
46-64,some college,high,full-time,2,yes,white,male,yes
46-64,some HS,low,full-time,1,yes,white,male,no
46-64,some HS,low,few,2,yes,white,female,no
46-64,grad school,high,few,3,no,white,female,yes
46-64,some HS,middle class,few,1,yes,white,male,no
46-64,some college,low,few,2,no,black,female,no
46-64,college grad,middle class,few,3,no,white,female,yes
46-64,HS grad,low,part-time,1,yes,white,female,no
46-64,some college,middle class,part-time,2,yes,white,male,yes
46-64,some college,middle class,part-time,3,no,white,female,no
46-64,some college,low,part-time,1,no,white,male,no
46-64,some HS,low,part-time,2,no,black,female,no
46-64,some college,middle class,part-time,2,yes,white,female,yes
46-64,some college,low,full-time,1,no,white,female,no
46-64,some HS,low,full-time,2,yes,white,male,no
46-64,some HS,low,full-time,2,no,black,female,no
46-64,some HS,middle class,full-time,1,no,white,female,no
46-64,some HS,low,full-time,3,no,white,female,no
46-64,some HS,low,full-time,2,no,white,male,no
46-64,some HS,low,full-time,1,no,white,female,no
46-64,some college,middle class,full-time,2,no,black,female,no
46-64,some college,low,full-time,2,no,black,male,no
46-64,some college,middle class,full-time,1,no,white,male,yes
46-64,some college,low,full-time,2,no,white,female,no
46-64,some college,low,full-time,2,yes,white,male,yes
46-64,some college,low,full-time,1,no,black,female,no
46-64,some college,middle class,full-time,3,no,white,male,yes
46-64,college grad,middle class,full-time,2,yes,black,male,yes
46-64,some college,low,full-time,1,no,white,female,no
46-64,some college,middle class,full-time,2,no,white,female,yes
46-64,some college,high,overtime,2,yes,white,male,yes
46-64,college grad,middle class,full-time,1,yes,white,female,yes
46-64,some college,low,overtime,2,yes,black,female,no
46-64,grad school,high,few,3,yes,white,male,yes
46-64,grad school,high,few,1,no,white,male,yes
46-64,some college,low,few,2,no,white,female,no
46-64,grad school,middle class,few,2,no,white,male,yes
46-64,college grad,low,few,1,yes,white,female,no
46-64,grad school,high,part-time,3,yes,white,male,yes
46-64,grad school,high,part-time,2,yes,black,male,yes
46-64,grad school,high,full-time,1,no,white,male,yes
46-64,college grad,middle class,full-time,3,yes,white,female,yes
46-64,grad school,high,full-time,2,no,white,male,yes
46-64,college grad,middle class,full-time,1,no,white,female,yes
46-64,some college,middle class,full-time,2,no,black,female,no
46-64,some college,middle class,full-time,3,no,white,female,no
46-64,some college,middle class,full-time,1,no,white,female,yes
46-64,college grad,middle class,full-time,3,no,white,female,no
46-64,college grad,middle class,full-time,2,yes,black,male,yes
46-64,college grad,middle class,full-time,1,no,white,female,no
46-64,college grad,middle class,full-time,3,yes,white,male,yes
46-64,college grad,middle class,full-time,3,no,white,female,yes
46-64,grad school,high,full-time,1,yes,black,male,yes
46-64,college grad,middle class,full-time,2,no,white,male,yes
46-64,college grad,middle class,full-time,3,yes,white,female,yes
46-64,college grad,low,full-time,1,yes,white,male,yes
46-64,college grad,low,full-time,3,yes,white,male,yes
46-64,college grad,high,full-time,3,yes,white,male,yes
46-64,grad school,high,full-time,1,yes,white,male,yes
46-64,grad school,high,full-time,3,no,white,male,yes
46-64,some college,middle class,full-time,2,yes,white,male,yes
46-64,grad school,high,full-time,1,yes,white,male,yes
46-64,college grad,middle class,full-time,3,no,white,male,yes
46-64,college grad,high,full-time,2,no,white,female,yes
46-64,college grad,middle class,full-time,1,no,white,female,yes
46-64,grad school,high,full-time,3,yes,white,male,yes
46-64,grad school,high,full-time,3,yes,white,male,yes
46-64,grad school,middle class,full-time,1,yes,white,male,yes
46-64,grad school,high,full-time,3,yes,white,male,yes
46-64,grad school,high,full-time,3,yes,white,male,yes
46-64,some college,middle class,overtime,1,no,white,female,yes
46-64,college grad,middle class,overtime,3,yes,white,male,yes
46-64,college grad,middle class,overtime,3,no,white,female,yes
46-64,college grad,middle class,overtime,1,yes,white,male,yes
46-64,college grad,middle class,overtime,3,no,white,female,no
46-64,college grad,high,overtime,3,no,white,male,yes
46-64,grad school,high,overtime,1,no,white,female,yes
46-64,some college,low,full-time,2,yes,white,male,yes
46-64,some college,low,full-time,3,yes,white,male,no
46-64,some college,low,few,1,yes,white,male,no
46-64,some college,middle class,few,2,no,white,female,no
46-64,grad school,middle class,few,2,no,white,male,yes
46-64,some college,low,few,1,no,white,female,no
46-64,some college,low,part-time,3,no,white,female,no
46-64,grad school,high,part-time,3,no,white,female,yes
46-64,some college,low,full-time,1,no,white,female,no
46-64,some college,low,full-time,2,yes,white,female,no
46-64,some college,middle class,full-time,2,no,white,female,yes
46-64,some college,low,full-time,1,no,white,female,no
46-64,some college,low,full-time,2,yes,white,male,yes
46-64,some college,middle class,full-time,3,no,white,male,yes
46-64,some college,middle class,full-time,1,yes,white,female,yes
46-64,some college,middle class,full-time,2,yes,white,female,yes
46-64,some college,middle class,full-time,3,no,white,male,yes
46-64,some HS,low,full-time,1,yes,white,male,no
46-64,some college,middle class,full-time,2,no,white,female,no
46-64,some college,low,full-time,2,yes,white,female,no
46-64,some college,middle class,full-time,1,yes,white,male,yes
46-64,some college,low,full-time,2,yes,black,male,no
46-64,some college,middle class,full-time,3,yes,white,male,yes
46-64,college grad,high,full-time,1,no,white,male,yes
46-64,college grad,middle class,full-time,3,yes,white,male,yes
46-64,grad school,middle class,full-time,3,yes,white,male,yes
46-64,some college,low,full-time,1,yes,white,male,no
46-64,some college,middle class,full-time,3,yes,white,male,yes
46-64,some college,low,full-time,2,yes,white,male,no
46-64,some college,low,full-time,1,no,white,female,no
46-64,some college,middle class,full-time,2,yes,white,male,no
46-64,some college,middle class,full-time,2,yes,white,male,yes
46-64,some college,low,full-time,1,yes,white,male,no
46-64,college grad,middle class,full-time,3,yes,white,male,yes
46-64,some college,middle class,full-time,3,yes,white,male,yes
46-64,some college,middle class,full-time,1,yes,white,male,yes
46-64,some college,low,full-time,3,no,white,male,no
46-64,some college,low,full-time,2,yes,white,male,yes
46-64,some college,middle class,full-time,1,no,white,male,yes
46-64,some college,middle class,full-time,3,yes,white,male,yes
46-64,college grad,middle class,full-time,3,no,white,male,yes
46-64,HS grad,middle class,overtime,1,no,white,female,no
46-64,some college,middle class,overtime,3,yes,white,male,yes
46-64,some college,high,overtime,2,yes,white,male,yes
46-64,college grad,middle class,overtime,1,no,white,male,yes
46-64,some college,high,overtime,3,yes,white,male,yes
46-64,some college,low,full-time,2,yes,white,male,yes
46-64,some college,high,full-time,1,no,white,male,yes
46-64,some college,middle class,full-time,2,yes,black,male,yes
46-64,college grad,high,full-time,2,yes,white,male,yes
46-64,some HS,low,few,1,yes,white,male,no
46-64,some college,low,few,2,no,white,male,no
46-64,some HS,low,full-time,2,yes,black,male,no
46-64,some HS,middle class,full-time,1,yes,white,male,no
46-64,some HS,very low,full-time,2,yes,white,male,no
46-64,some HS,low,full-time,2,yes,white,male,no
46-64,some HS,middle class,full-time,1,yes,white,female,no
46-64,some HS,low,full-time,3,yes,white,male,no
46-64,some HS,low,full-time,3,yes,white,male,no
46-64,HS grad,middle class,full-time,1,yes,white,male,yes
46-64,some college,middle class,full-time,3,no,white,male,no
46-64,some HS,low,full-time,3,yes,white,male,no
46-64,some HS,low,full-time,1,yes,white,male,no
46-64,some college,low,full-time,2,yes,white,male,no
46-64,some college,low,full-time,2,yes,white,female,no
46-64,college grad,high,full-time,1,no,white,male,yes
46-64,some college,low,full-time,3,yes,white,male,yes
46-64,some HS,middle class,full-time,2,no,black,male,no
46-64,some HS,middle class,full-time,1,yes,white,male,yes
46-64,some HS,low,full-time,2,yes,white,male,no
46-64,some HS,middle class,overtime,2,yes,white,male,no
46-64,some college,low,overtime,1,yes,white,male,no
46-64,some college,high,overtime,3,yes,white,male,yes
46-64,college grad,middle class,few,3,no,white,male,yes
46-64,some HS,low,few,1,no,white,female,no
46-64,some college,middle class,few,3,yes,white,male,yes
46-64,grad school,middle class,few,3,yes,white,male,yes
46-64,some college,middle class,full-time,1,no,white,female,no
46-64,college grad,high,full-time,2,yes,white,male,yes
46-64,grad school,high,full-time,2,yes,white,male,yes
46-64,some HS,middle class,full-time,1,no,white,female,no
46-64,some HS,middle class,full-time,2,no,white,female,no
46-64,some college,low,full-time,3,no,black,female,no
46-64,some college,low,full-time,1,yes,white,male,no
46-64,college grad,low,full-time,3,yes,white,male,yes
46-64,some college,low,full-time,3,yes,white,female,no
46-64,some college,middle class,full-time,1,yes,white,female,yes
46-64,some college,low,full-time,2,yes,white,male,no
46-64,college grad,low,full-time,2,yes,white,male,yes
46-64,college grad,middle class,full-time,1,yes,white,male,yes
46-64,some college,middle class,full-time,3,yes,white,male,yes
46-64,college grad,high,full-time,3,no,white,male,yes
46-64,some college,low,overtime,1,yes,white,male,yes
46-64,some college,middle class,few,3,yes,white,female,no
46-64,some college,low,few,2,yes,white,male,no
46-64,some college,middle class,few,1,yes,white,female,no
46-64,some college,middle class,few,3,no,white,female,no
46-64,college grad,low,part-time,3,yes,white,female,no
46-64,some college,middle class,full-time,1,no,white,female,no
46-64,some college,low,full-time,3,no,white,female,no
46-64,some college,middle class,full-time,3,no,white,female,yes
46-64,some college,low,full-time,1,no,white,female,no
46-64,college grad,middle class,full-time,3,no,white,male,yes
46-64,some college,low,full-time,3,yes,white,female,no
46-64,some HS,middle class,full-time,1,no,black,female,no
46-64,some HS,middle class,full-time,2,no,white,female,no
46-64,some HS,low,full-time,2,yes,white,male,no
46-64,some college,high,full-time,1,no,white,male,yes
46-64,some college,middle class,full-time,2,no,white,female,yes
46-64,some college,middle class,full-time,3,no,white,female,yes
46-64,some college,middle class,full-time,1,no,white,female,yes
46-64,some college,middle class,full-time,2,no,white,female,no
46-64,some college,low,full-time,2,yes,white,female,no
46-64,some college,middle class,full-time,1,no,white,male,yes
46-64,some college,middle class,full-time,2,no,white,male,yes
46-64,some college,middle class,full-time,3,no,white,male,yes
46-64,college grad,middle class,full-time,1,no,white,female,yes
46-64,college grad,middle class,full-time,3,yes,white,male,yes
46-64,college grad,high,full-time,3,no,white,female,yes
46-64,college grad,middle class,full-time,1,yes,white,male,yes
46-64,some college,middle class,full-time,3,yes,white,male,no
46-64,some college,middle class,full-time,3,yes,white,male,yes
46-64,some college,middle class,full-time,1,yes,white,female,yes
46-64,some college,middle class,full-time,3,yes,white,male,yes
46-64,some college,middle class,full-time,2,no,white,male,yes
46-64,some college,middle class,overtime,1,no,white,female,no
46-64,college grad,high,overtime,2,no,white,male,yes
46-64,college grad,middle class,few,3,yes,white,male,yes
46-64,some HS,low,few,1,yes,white,male,no
46-64,some HS,middle class,few,2,yes,white,male,no
46-64,some college,low,few,3,yes,white,male,no
46-64,college grad,high,few,1,yes,white,male,yes
46-64,grad school,high,full-time,2,yes,black,female,yes
46-64,some college,middle class,full-time,3,yes,white,male,yes
46-64,some college,middle class,full-time,1,no,white,male,yes
46-64,some HS,middle class,full-time,2,yes,white,male,no
46-64,some HS,very low,full-time,3,yes,white,male,no
46-64,some HS,middle class,full-time,1,yes,white,male,yes
46-64,some HS,low,full-time,2,yes,white,male,no
46-64,some HS,middle class,full-time,3,yes,white,male,no
46-64,some HS,middle class,full-time,1,yes,white,male,no
46-64,some college,low,full-time,2,no,black,female,no
46-64,some college,low,full-time,2,no,black,male,no
46-64,some college,middle class,full-time,1,yes,white,male,no
46-64,some college,middle class,full-time,3,yes,white,male,yes
46-64,some college,low,full-time,3,yes,white,male,no
46-64,some college,middle class,full-time,1,yes,white,male,yes
46-64,some college,low,full-time,3,yes,white,male,yes
46-64,some college,middle class,full-time,2,no,white,male,no
46-64,some college,low,full-time,1,yes,white,male,no
46-64,some college,low,full-time,3,no,white,male,no
46-64,some college,middle class,full-time,2,yes,white,male,yes
46-64,some college,low,full-time,1,yes,white,male,yes
46-64,college grad,low,full-time,3,no,black,male,yes
46-64,college grad,middle class,full-time,2,yes,white,male,yes
46-64,some HS,middle class,full-time,1,yes,white,male,no
46-64,some HS,low,full-time,3,yes,white,male,no
46-64,some college,middle class,full-time,3,yes,white,male,yes
46-64,some college,middle class,full-time,1,yes,white,male,yes
46-64,some college,low,full-time,2,yes,white,male,no
46-64,some college,low,full-time,3,yes,white,male,no
46-64,some college,middle class,full-time,1,yes,white,male,yes
46-64,some college,low,full-time,3,yes,white,male,no
46-64,some college,middle class,full-time,2,yes,white,male,yes
46-64,some college,low,full-time,1,yes,white,male,no
46-64,some college,low,full-time,3,yes,white,male,no
46-64,some college,middle class,full-time,2,yes,white,male,yes
46-64,some college,middle class,full-time,1,yes,white,male,yes
46-64,grad school,middle class,full-time,3,yes,white,male,yes
46-64,some college,low,full-time,2,yes,white,male,yes
46-64,some college,middle class,full-time,1,yes,white,male,yes
46-64,some college,middle class,full-time,3,yes,white,male,yes
46-64,college grad,high,full-time,3,yes,black,male,yes
46-64,college grad,middle class,full-time,1,no,white,male,yes
46-64,some college,low,full-time,3,yes,white,male,yes
46-64,some college,middle class,full-time,2,yes,white,male,yes
46-64,college grad,high,full-time,1,yes,white,male,yes
46-64,some college,middle class,overtime,3,yes,white,male,yes
46-64,some college,middle class,overtime,2,no,black,male,yes
46-64,college grad,high,overtime,1,yes,white,male,yes
46-64,college grad,high,overtime,3,yes,white,male,yes
46-64,some college,middle class,few,3,yes,white,male,yes
46-64,college grad,middle class,part-time,1,yes,white,female,yes
46-64,some college,middle class,part-time,3,yes,white,male,yes
46-64,college grad,low,full-time,3,no,white,male,yes
46-64,some HS,middle class,full-time,1,yes,white,female,no
46-64,some college,middle class,full-time,2,no,white,female,yes
46-64,some college,middle class,full-time,2,no,white,female,yes
46-64,some college,middle class,full-time,1,no,white,female,no
46-64,some college,middle class,full-time,3,yes,white,male,yes
46-64,some college,middle class,full-time,2,no,black,female,yes
46-64,some college,low,full-time,1,yes,white,male,no
46-64,college grad,middle class,full-time,3,no,white,female,yes
46-64,college grad,low,full-time,2,no,black,female,no
46-64,college grad,middle class,full-time,1,no,white,male,yes
46-64,college grad,middle class,full-time,3,no,white,female,no
